;Agent;Utility Mean;Utility Stdev;Opp. Utility Mean;Opp. Utility Stdev;Nash Product Mean;Nash Product Stdev;Social Welfare Mean;Social Welfare Stdev;Agreement Utility Mean;Agreement Utility Stdev;Agreement Opp. Utility Mean;Agreement Opp. Utility Stdev;Count;Agreement;AgreementRate;Error;Failed
0;Agent4410;0.5250997924222223;0.3535647445535999;0.4916308639222222;0.4916308639222222;0.28620716042569544;0.1766372468826604;1.0167306563444443;0.5528245633231875;0.6751283045428572;0.24379522794275793;0.6320968250428571;0.26699705233026205;18;14;0.7777777777777778;0;4
1;AgentFO2;0.5656406510166667;0.3320594118741144;0.39377440052777785;0.39377440052777785;0.26815752973203494;0.1638682930683255;0.9594150515444445;0.5253403976390296;0.7272522655928573;0.15567557254067357;0.5062813721071429;0.19825721008251782;18;14;0.7777777777777778;0;4
2;HybridAgent;0.5475264990555555;0.39636846942977144;0.28271394479444445;0.28271394479444445;0.2260389589009093;0.17409701811693737;0.83024044385;0.5917498095364877;0.8212897485833333;0.10403362418528199;0.4240709171916666;0.12612565930992348;18;12;0.6666666666666666;0;6
3;BoulwareAgent;0.6421376174111111;0.2553476501785324;0.6026007186222222;0.6026007186222222;0.3233668257493915;0.10355571503895186;1.2447383360333335;0.1458898770283324;0.6421376174111111;0.2553476501785324;0.6026007186222222;0.28853589322899686;18;18;1.0;0;0
4;LuckyAgent2022;0.5761024232888889;0.4611547778450509;0.24007071212777775;0.24007071212777775;0.22384884191582236;0.1910008141845276;0.8161731354166668;0.653776581403521;0.9427130562909091;0.048852459657864944;0.3928429834818182;0.10700217448543199;18;11;0.6111111111111112;0;7
5;AgentFish;0.4307063467666667;0.23164829835622708;0.7294293183499998;0.7294293183499998;0.2759587297799239;0.11392671022609278;1.1601356651166668;0.17759407005127706;0.4307063467666667;0.23164829835622708;0.7294293183499998;0.23302560779504752;18;18;1.0;0;0
6;HardlinerAgent;0.6028728325999999;0.4809845118494711;0.15479489637777777;0.15479489637777777;0.15247289036953002;0.12601369889215738;0.7576677289777778;0.6050930997319232;0.9865191806181817;0.009584654727654057;0.2533007395272727;0.04506089488356472;18;11;0.6111111111111112;0;7
7;StupidAgent;0.2484923202888889;0.04276589818649623;0.9433475812666666;0.9433475812666666;0.2347543454379607;0.047683662905010735;1.1918399015555554;0.106646171651758;0.2484923202888889;0.04276589818649623;0.9433475812666666;0.09415440308391021;18;18;1.0;0;0
8;ColmanAnacondotAgent2;0.6700285056444444;0.2743766791395154;0.6475003329277779;0.6475003329277779;0.3626050869061737;0.09626560001008638;1.3175288385722224;0.09112760513685371;0.6700285056444444;0.2743766791395154;0.6475003329277779;0.2747705688420081;18;18;1.0;0;0
9;TimeDependentAgent;0.5047404858333333;0.19505599535757523;0.8274847054111111;0.8274847054111111;0.37936172692503267;0.08513232963535641;1.3322251912444445;0.08105109572128026;0.5047404858333333;0.19505599535757523;0.8274847054111111;0.2124359889480457;18;18;1.0;0;0
