;Agent;Utility Mean;Utility Stdev;Opp. Utility Mean;Opp. Utility Stdev;Nash Product Mean;Nash Product Stdev;Social Welfare Mean;Social Welfare Stdev;Agreement Utility Mean;Agreement Utility Stdev;Agreement Opp. Utility Mean;Agreement Opp. Utility Stdev;Count;Agreement;AgreementRate;Error;Failed
0;ColmanAnacondotAgent2;0.6666096245;0.2644432431619879;0.681265442085;0.681265442085;0.3858421047474946;0.09735190182146475;1.3478750665850003;0.08991398210231832;0.6666096245;0.2644432431619879;0.681265442085;0.27339767170678914;20;20;1.0;0;0
1;DreamTeam109Agent;0.623513023265;0.4370962541025501;0.264443447145;0.264443447145;0.21357477649448126;0.16185171298677328;0.88795647041;0.5876225836939104;0.8907328903785715;0.18684626274035568;0.37777635306428575;0.19601506733412713;20;14;0.7;0;6
2;StupidAgent;0.26942043081;0.07659368679482516;0.94707238566;0.94707238566;0.2542437149326247;0.07206485846011162;1.21649281647;0.11178907194057326;0.26942043081;0.07659368679482516;0.94707238566;0.09200040319914239;20;20;1.0;0;0
3;AgentFish;0.42013343154500005;0.2048516076442644;0.7294273271449999;0.7294273271449999;0.2768626987555545;0.10844776155962253;1.14956075869;0.18415720235514085;0.42013343154500005;0.2048516076442644;0.7294273271449999;0.22613692433120264;20;20;1.0;0;0
4;Agent4410;0.45399990525500006;0.32429384524809574;0.55167226777;0.55167226777;0.2734826778207518;0.15793095016103426;1.005672173025;0.5137601285947483;0.56749988156875;0.25893416048512363;0.6895903347124999;0.2140395929160977;20;16;0.8;0;4
5;HybridAgent;0.46054206442000006;0.42270276761736003;0.24213881169999998;0.24213881169999998;0.19841087678999708;0.1930695805347781;0.7026808761200001;0.6400904679922423;0.8373492080363637;0.09669154275409951;0.44025238490909085;0.12986465064348496;20;11;0.55;0;9
6;BoulwareAgent;0.5734778857100001;0.25614428569167486;0.62491876942;0.62491876942;0.29285379234155434;0.10283073006823809;1.1983966551300003;0.1706508874298708;0.5734778857100001;0.25614428569167486;0.62491876942;0.3075035525972805;20;20;1.0;0;0
7;TimeDependentAgent;0.4924107607599999;0.18986884895889597;0.82436584509;0.82436584509;0.3712024323864753;0.08083327957639523;1.31677660585;0.07834803745962159;0.4924107607599999;0.18986884895889597;0.82436584509;0.19883811567831258;20;20;1.0;0;0
8;LuckyAgent2022;0.59976072854;0.44278380918631727;0.24806696039000004;0.24806696039000004;0.22618468316732682;0.1766777106498872;0.84782768893;0.62477174868735;0.9227088131384614;0.06033143303930125;0.381641477523077;0.09875445287180007;20;13;0.65;0;7
9;HardlinerAgent;0.5432268324999999;0.4914270317389861;0.13839956785000002;0.13839956785000002;0.13645370319615605;0.12753400473551588;0.6816264003500001;0.6171708671658633;0.9876851499999998;0.010343511799110288;0.2516355779090909;0.04641410894375662;20;11;0.55;0;9
10;AgentFO2;0.5436524244950001;0.3492055473324811;0.39497628754499997;0.39497628754499997;0.26552699159439486;0.17857952825019374;0.9386287120399999;0.5613045538290039;0.7248698993266666;0.17673028314234646;0.5266350500599999;0.22955565226588914;20;15;0.75;0;5
