;AgentA;AgentAUtility;AgentB;AgentBUtility;Result
49;DreamTeam109Agent;0.954963904;ColmanAnacondotAgent2;0.2351679077;Agreement
50;DreamTeam109Agent;0.9521023544;Agent4410;0.222065293;Agreement
51;DreamTeam109Agent;0.978770694;AgentFish;0.2781806367;Agreement
52;DreamTeam109Agent;0.0;AgentFO2;0.0;Failed
53;DreamTeam109Agent;0.95814;BoulwareAgent;0.4561621662;Agreement
54;Agent4410;0.0;HybridAgent;0.0;Failed
55;Agent4410;0.0;HardlinerAgent;0.0;Failed
56;Agent4410;0.85202;TimeDependentAgent;0.5524487664;Agreement
57;Agent4410;0.9072823876;StupidAgent;0.191623036;Agreement
58;Agent4410;0.9453143368;ColmanAnacondotAgent2;0.474478944;Agreement
59;Agent4410;0.0;DreamTeam109Agent;0.0;Failed
60;Agent4410;0.7894080232;AgentFish;0.2792306054;Agreement
61;Agent4410;0.405725916;AgentFO2;0.7252884265;Agreement
62;Agent4410;0.2639107064;BoulwareAgent;0.936799756;Agreement
63;AgentFish;0.2500366012;HybridAgent;0.8045329296;Agreement
64;AgentFish;0.3122175916;HardlinerAgent;0.9757534099;Agreement
65;AgentFish;0.8556323248;TimeDependentAgent;0.5220757455;Agreement
66;AgentFish;0.6895851677;StupidAgent;0.0864804888;Agreement
67;AgentFish;0.2273268976;ColmanAnacondotAgent2;1.0;Agreement
68;AgentFish;0.307532758;DreamTeam109Agent;0.9056954658;Agreement
69;AgentFish;0.3144602528;Agent4410;0.6398352043;Agreement
70;AgentFish;0.2704401748;AgentFO2;0.6605180512;Agreement
71;AgentFish;0.33813081;BoulwareAgent;0.5892097488;Agreement
72;AgentFO2;0.6000264631;HybridAgent;0.7407101442;Agreement
73;AgentFO2;0.0;HardlinerAgent;0.0;Failed
74;AgentFO2;0.805180712;TimeDependentAgent;0.3301874459;Agreement
75;AgentFO2;0.9649280176;StupidAgent;0.2037485152;Agreement
76;AgentFO2;0.936910694;ColmanAnacondotAgent2;0.5282021763;Agreement
77;AgentFO2;0.0;DreamTeam109Agent;0.0;Failed
78;AgentFO2;0.4971632859;Agent4410;0.7772579943;Agreement
79;AgentFO2;0.7190275884;AgentFish;0.3763455928;Agreement
80;AgentFO2;0.85202;BoulwareAgent;0.5524487664;Agreement
81;BoulwareAgent;0.5872007999;HybridAgent;0.759026922;Agreement
82;BoulwareAgent;0.3122175916;HardlinerAgent;0.9757534099;Agreement
83;BoulwareAgent;0.95814;TimeDependentAgent;0.4561621662;Agreement
84;BoulwareAgent;1.0;StupidAgent;0.2061406266;Agreement
85;BoulwareAgent;0.4939064631;ColmanAnacondotAgent2;0.8369967444;Agreement
86;BoulwareAgent;0.2431133088;DreamTeam109Agent;0.9204723541;Agreement
87;BoulwareAgent;0.790710928;Agent4410;0.5212068427;Agreement
88;BoulwareAgent;0.6440789985;AgentFish;0.1733273913;Agreement
89;BoulwareAgent;0.3262302528;AgentFO2;0.7100120307;Agreement
